"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.brown","p.MM.brown","MM.red","p.MM.red","MM.salmon","p.MM.salmon","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.tan","p.MM.tan","MM.yellow","p.MM.yellow","MM.midnightblue","p.MM.midnightblue","MM.cyan","p.MM.cyan","MM.lightcyan","p.MM.lightcyan","MM.grey","p.MM.grey","MM.lightgreen","p.MM.lightgreen","MM.pink","p.MM.pink","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.grey60","p.MM.grey60","MM.green","p.MM.green"
"MMT00060736","MMT00060736",NA,NA,"midnightblue",0.0582334498874291,0.503908282924054,-0.0387356363540797,0.656779889287862,-0.0346242848061454,0.691242689400415,0.0821100326959121,0.34558814420342,-0.165242558856497,0.0563862206280955,0.169001909133793,0.0509292251589074,-0.13296540441792,0.125627419091494,0.415639406676751,5.90993758542003e-07,0.0967533231988983,0.266086889278733,0.893833339270704,8.10096080108637e-48,0.528388837878536,5.31932738266177e-11,0.0805508500154566,0.354855476463694,0.118223890340525,0.173673190813522,0.0177805889344591,0.83842147666084,-0.273895079152471,0.00136321856529699,0.0428582655687119,0.622932606940591,0.295543108623735,0.000526527329934528,-0.103896414718929,0.232221261131569,0.204873274786414,0.0175676707190739,0.473270429786907,7.70125605641042e-09
"MMT00027298","MMT00027298","Hmgb1",15289,"midnightblue",0.0472463954029972,0.587752663550999,-0.0302788273268861,0.72836693819142,-0.0226137800896997,0.79536201244559,0.0268841691922068,0.757818368652388,-0.114063933959622,0.189418026952844,0.303775557865427,0.000359420540829786,-0.14225250829855,0.101085456637971,0.238650650104838,0.00548729943282493,-0.129291558098262,0.136515541219273,0.906564765849612,2.71044079488194e-51,0.481335778355585,3.9250788043862e-09,0.218400473992455,0.0112394454125991,0.146569618004899,0.0910452330826852,-0.0236833333288547,0.785911102886997,-0.155285582758193,0.0731964004618319,0.0433620184369688,0.618848384802586,0.281059485731153,0.00100334127600484,-0.101101759187055,0.245091701250239,0.133993339055399,0.12270402349003,0.583702217793601,1.34183519017504e-13
"MMT00004929","MMT00004929",NA,382906,"midnightblue",0.0448315461068914,0.607000721306028,0.00496131511518999,0.954629898555527,0.0460415389361166,0.597321374608932,0.113325849640053,0.192316889124346,-0.124877154383632,0.150533773781115,0.170346239315095,0.0490871907620527,-0.196944083855765,0.0225590931509707,0.285399129205721,0.000830024335493232,-0.0900642978878759,0.300712296014367,0.809244030622928,2.73796627553318e-32,0.565246762594873,1.1179767080959e-12,0.0963772426405288,0.267958510046279,0.122372165338778,0.158956774135195,0.059912172906896,0.491670597752504,-0.0935506754559343,0.282311334403056,-0.0569244686142522,0.513559698837184,0.294967249442061,0.000540552249420808,-0.101707195815587,0.24226230220238,0.150054328859284,0.0835332534320756,0.383617434712697,4.75338558469152e-06
"MMT00001646","MMT00001646","Hmgb1",15289,"midnightblue",0.0396901954431644,0.648877369766898,-0.0144857947020253,0.868060212682895,-0.00016830579396945,0.998460061744669,0.1218261359955,0.16083871876208,-0.142053165385239,0.101569322194607,0.174858285654985,0.0433042150187236,-0.124791543700893,0.150815973568406,0.386346033045824,4.01315793654382e-06,0.0637313497710373,0.464427264595641,0.924823901999687,2.91942001150624e-57,0.55558929707551,3.22061469450451e-12,0.101539095856899,0.243045599360302,0.0713545321118806,0.412618091147128,-0.00290465148205124,0.973428311418034,-0.261793633408533,0.0022463822410254,0.0456237774548818,0.600655417463958,0.261177548985173,0.00230284149829106,-0.0923455265428564,0.288584757894686,0.187459643843791,0.0300873804071908,0.488130222712525,2.19436591945357e-09
"MMT00079636","MMT00079636",NA,NA,"midnightblue",0.0360536524590736,0.67918487411943,-0.0631963619512745,0.468192750968732,-0.0263253799701418,0.76270111094223,-0.043142177785913,0.620629341941702,-0.0562576050444669,0.518512954005939,0.423411018730268,3.44579628131963e-07,-0.0132893719842944,0.878870592077183,0.0272246834180037,0.754847592962521,-0.306356828755426,0.000318126590717638,0.902325226622983,4.39708380551135e-50,0.527866260359672,5.6002413131716e-11,0.412771833397429,7.1871667076128e-07,0.0845768456223548,0.331240791292511,-0.0124519410512739,0.886450697389906,-0.152032273973885,0.0794953535333456,-0.0177284283062326,0.838889047533952,0.142614742408486,0.100210853067147,-0.0707768089316002,0.416421704277605,0.192778086777003,0.0256389509890746,0.65370297443635,1.1041355970223e-17
"MMT00070246","MMT00070246","Ktn1",16709,"midnightblue",0.0304962632236086,0.726493425068338,0.0355761829414448,0.683203862140422,-0.0063559456491083,0.941896181201939,-0.0927318226535683,0.286563851127972,-0.0183184643697444,0.833603247798334,0.518287539070347,1.4164594444002e-10,-0.0173858763201676,0.841961093123054,0.043117571390578,0.62082881862873,-0.195985191352231,0.0232382963691657,0.716684427281907,2.09848355531771e-22,0.155856708453369,0.0721334282234122,0.285486895483547,0.000826821292381617,0.140130266223734,0.106330918528518,0.0545480795369627,0.531321328498689,-0.160249917889502,0.064368329015886,0.0371967765981132,0.669599629843884,0.248477545467832,0.00379239131490512,-0.184605751298875,0.0327337392994087,0.127826510862076,0.141052956482027,0.630127465678406,3.42508628084496e-16
"MMT00020073","MMT00020073",NA,NA,"midnightblue",0.0288494758482481,0.740722289825862,-0.0745594228588715,0.391890303877452,-0.0264282786763043,0.761801266368953,-0.0475879786428469,0.585052691324261,-0.0634144157493646,0.466655975254691,0.425152685657921,3.04770164114762e-07,-0.024357896427867,0.779966354682985,0.0425857696715786,0.625146691792116,-0.3038505529571,0.00035815401066241,0.900421224016504,1.47479223687945e-49,0.53637491422712,2.39610678759413e-11,0.387149923135286,3.81681553695266e-06,0.0763546826702647,0.38055742341464,0.0159682149826205,0.854699647718397,-0.140478549329601,0.105455743179944,-0.010144402842306,0.907388805736365,0.15965762410477,0.0653736276305821,-0.0962650747481294,0.268518457417676,0.206358541578858,0.0167476926807538,0.63458427837894,1.83019901569993e-16
"MMT00019519","MMT00019519",NA,NA,"midnightblue",0.0271378307556154,0.755604990073165,-0.0664987499571446,0.445217454340963,-0.0455441250992012,0.601292044176391,-0.0696645305774461,0.423802043693865,-0.0897624639844457,0.302341700524154,0.465417135275652,1.46014040426006e-08,-0.04025207747763,0.644243844575453,0.0268149350937277,0.758422827662704,-0.321355085665931,0.000153072931481141,0.883423400677439,2.73319900405152e-45,0.524257575338034,7.9709479431157e-11,0.378330200390122,6.57043368748365e-06,0.148800894651861,0.0861759798480489,-0.00258621578320795,0.976340458079553,-0.106513641883049,0.22060495275087,-0.0139550390734706,0.872853013591048,0.152600267236988,0.078365272800753,-0.0714902469663885,0.411727533504455,0.182492670726317,0.034817845605994,0.618846498287199,1.60081228202585e-15
"MMT00068097","MMT00068097","E030030I06Rik",319887,"midnightblue",0.0243065222216716,0.780418659728753,-0.079076028752234,0.363762711569696,-0.0390467065837077,0.654200403027261,-0.0500026752934405,0.566130812257458,-0.0548093828110017,0.529353331728148,0.459854424033249,2.27511109839151e-08,0.021835553954965,0.802257455159265,-0.00361069078336716,0.966972770595093,-0.312321579323029,0.000238920186383975,0.89069127344117,4.99393706039737e-47,0.492075714738756,1.55635905270397e-09,0.428681244385819,2.37155053518622e-07,0.12579789899684,0.147523818732645,-0.0290232479574093,0.739216591431911,-0.172659880029506,0.0460465184345695,-0.00883675001108127,0.919283416826982,0.125352793381679,0.148973160658313,-0.0665455129191549,0.4448967462794,0.189853224977408,0.0280101774957077,0.679278727917477,1.85188404079075e-19
"MMT00048203","MMT00048203",NA,383916,"midnightblue",-0.0223052254147849,0.798094091307052,-0.0942164091117087,0.278885336351395,-0.0552557782867092,0.525999819245341,-0.0541129647980228,0.53460649859725,-0.0414764421040971,0.634194595608941,0.41396730590565,6.62564304176272e-07,0.00564509235356771,0.948385018163401,0.0356184850398088,0.682847433490779,-0.276608048624364,0.00121498993983214,0.827975169234701,5.75961414635119e-35,0.49209291375956,1.55401518759046e-09,0.367955565902659,1.22020244126649e-05,0.0550621110669114,0.527453410253676,0.0802887615165499,0.356428343177655,-0.151331688111135,0.0809072420618237,-0.031225666107405,0.720220462980398,0.136608050193992,0.115504697601513,-0.0633828627247355,0.466878179834478,0.138920960454013,0.109413954271196,0.590592279765936,5.87313037033066e-14
"MMT00020368","MMT00020368","Hmgb1",15289,"midnightblue",0.0186671298115971,0.830483226308987,0.0062539835474893,0.942826691230714,0.0271743890897927,0.755286155417082,-0.0598847691166414,0.491869093745972,0.0274607650152322,0.752790026697027,0.398642923415311,1.83611261326111e-06,-0.00970132591659071,0.911416936084893,0.0319378920535245,0.714113135434949,-0.247288365424477,0.00396880477336605,0.879683990248548,1.93422530736135e-44,0.392454766069791,2.73209033580234e-06,0.40413512611185,1.28166106609728e-06,-0.00356053043499299,0.967431336871028,-0.0555750966680778,0.523607567607164,-0.183673649812296,0.0336396666060455,0.00876329861488793,0.919952096911951,0.158873502453982,0.0667241648930145,-0.18284848380256,0.0344592643084917,0.206160029954159,0.0168553261087995,0.699630778192243,5.26386583777165e-21
"MMT00079610","MMT00079610",NA,NA,"midnightblue",-0.0117492455591605,0.892819192189187,-0.109187039649497,0.20917092287753,-0.132214117610882,0.127797762303964,0.0324242846022042,0.709952678255023,-0.182296671728734,0.0350167114459995,0.259046832470806,0.00250814938517693,-0.0809832149780771,0.352270216984865,0.329562305324391,0.000100897620539085,0.00465574920582861,0.9574215196258,0.837186837890652,2.10021073049648e-36,0.440661167417555,9.90383877351781e-08,0.134260631844662,0.121952530792354,0.23005981754603,0.00749180601769822,-0.0323376777331797,0.710692866627745,-0.25700826557733,0.00271992707335887,-0.0635145414314178,0.465951248519337,0.260053675460387,0.00240915556543401,-0.108796898579534,0.210812561834535,0.0867215354569523,0.319081108669841,0.500586792893379,7.30694589934867e-10
"MMT00044003","MMT00044003",NA,NA,"midnightblue",-0.00498618031266438,0.954402756227361,-0.0994019791982787,0.253157524581446,-0.10656968915158,0.220360781856846,-0.154332038364243,0.0749993283611098,-0.13697527950545,0.114520425461604,0.543036179746856,1.21224116657763e-11,-0.052961012263656,0.543352515553352,-0.018347828464296,0.833340383509183,-0.374124358292976,8.46629492546073e-06,0.776741690035044,2.7858342846543e-28,0.443928108353629,7.75942643709942e-08,0.357278617626858,2.25732855053073e-05,0.173932262621462,0.0444422426494613,0.0955497021909229,0.272108316384337,-0.0280561653594787,0.747608556737502,-0.0036246900531105,0.966844791088245,0.155720092112971,0.0723865527845952,-0.0666912594942474,0.443898028399187,0.14858312232142,0.0866418636047438,0.561410584305562,1.70897764780111e-12
"MMT00037403","MMT00037403","Tjp3",27375,"pink",0.423044431104075,3.53568657991549e-07,0.452448296168132,4.05663981116629e-08,0.290307163414088,0.000667357807536142,0.297067317501103,0.000491007498888148,0.231941439698574,0.00700431291818959,-0.127432445676787,0.142292763680251,0.247138704028843,0.00399152092876377,-0.0555613895217216,0.523710144590326,0.206487998547773,0.0166778226258098,0.0596150075219315,0.493825345704395,-0.129811532054463,0.134932182962125,0.147901895578382,0.0881122150705808,-0.0892824592104431,0.304944871295982,-0.0300159039095803,0.730634533372205,-0.443933424906681,7.75632955217861e-08,0.0160365435115284,0.854084786881038,-0.327017610132567,0.000114962778550803,0.00635394903401331,0.941914401639017,-0.231795846114184,0.00704100228752172,0.216249473373286,0.0120873102773531
"MMT00023019","MMT00023019","Smarca4",20586,"pink",0.402263389867961,1.44975396933649e-06,0.280353980449264,0.00103446109966903,0.312096327671181,0.000241544058375602,0.302266611481786,0.000385800199240966,0.0456056507703698,0.600800269717712,0.0399490073881554,0.646741410187674,0.391116306794998,2.97419842564648e-06,-0.238646184876603,0.00548820290154099,0.171549258596979,0.0474859769459785,-0.0399411160384316,0.646806494629117,-0.212156475732733,0.0138564724273312,0.321300221858212,0.000153493933923806,-0.112609395281432,0.195161507497792,-0.0710045036186708,0.414920172383543,-0.451477678923897,4.37162821969636e-08,-0.0624911499640353,0.473181785085701,-0.510107617934195,3.05885195055226e-10,0.0150190409377708,0.863249744232219,-0.0662851939374016,0.446683711581625,0.267781403530983,0.00175949035165917
"MMT00007811","MMT00007811","AW111922",60440,"pink",-0.351589601952103,3.10524706022032e-05,-0.423920056450258,3.32458555925447e-07,-0.127173095274711,0.143113233790591,-0.231480762979448,0.00712098742205448,0.0258772548798295,0.766623628242748,-0.135707946685542,0.117945023031409,-0.340344486063419,5.73009916386042e-05,-0.0113524581898712,0.89641830399092,-0.298225734932524,0.000465504072502403,-0.335045966006483,7.58658171365796e-05,0.0766146951956644,0.378932713034126,-0.297208703712433,0.000487827199806831,-0.0185736919069682,0.831319095430655,0.122016242787047,0.160181617482863,0.616882979105947,2.08047922816374e-15,-0.104937840380266,0.227548612182814,0.466887029665932,1.29695090118057e-08,-0.124917756766102,0.150400074738864,0.00933457903569904,0.914752837364045,-0.48620009639669,2.59185337980644e-09
"MMT00031006","MMT00031006","Cbfa2t3h",12398,"pink",0.349467158261162,3.49214664842075e-05,0.426066228485114,2.85684421576901e-07,0.205644581019136,0.0171376106786533,0.260602184757597,0.00235672608483575,0.16331518459893,0.0593653499213824,0.0125671791680757,0.885406980453124,0.512032734651167,2.55661434875456e-10,-0.255465138708288,0.00289083352117825,0.293240142424849,0.000584705047398457,0.0101262668295437,0.907553639559476,-0.397743413613566,1.94627707199348e-06,0.344584247342879,4.56074460288746e-05,-0.285854472568702,0.00081352928704518,-0.036132362700589,0.678523210102089,-0.63024081250068,3.37135083821064e-16,-0.011715175636376,0.893128143322855,-0.56307615204782,1.42235253014395e-12,0.0349903067295412,0.688147482749807,-0.148875467472355,0.086016905644771,0.424651758133977,3.1574600912954e-07
"MMT00067141","MMT00067141","Ap2a2",11772,"pink",0.34748471111785,3.89400203954742e-05,0.467439058774484,1.24031067479871e-08,0.346663037656321,4.07295484205459e-05,0.433313370857334,1.69875162617421e-07,0.12760456451765,0.141750230027752,-0.187721633601631,0.0298538201540274,0.349799982916763,3.42862317775758e-05,-0.106307314966393,0.221505472085692,0.357409865869318,2.24061974696966e-05,-0.0991648444012197,0.254297142171738,-0.264471573804894,0.00201525642511274,0.163751670315799,0.0586796086828496,-0.179767440700693,0.0376701141938924,0.0235213494450338,0.787340478122993,-0.523646032410094,8.45884604672083e-11,-0.0265218914545938,0.760982903285626,-0.450939189077097,4.55635447723711e-08,-0.0386266919581945,0.657684247303685,-0.240635222535193,0.00509864738766696,0.164170492922056,0.0580277436027148
"MMT00052262","MMT00052262","Csnk1e",27373,"pink",0.310062085130874,0.000266480169779163,0.395821002362568,2.20312238618118e-06,0.146536327141313,0.0911195050160822,0.0365477286054473,0.675035575289979,0.358720180016192,2.08006736341795e-05,0.0168653913566106,0.846633402777038,0.377602843044766,6.86663673981958e-06,-0.154302816951664,0.0750551402718528,0.170306561164628,0.0491407560796165,0.164446161078451,0.0576019426128436,-0.295741791368091,0.000521766769462508,0.28216949350729,0.000956109385159039,-0.129229483810667,0.136705505100622,-0.0453677789238996,0.602702572701542,-0.520136907910932,1.1867872583201e-10,-0.105875727159174,0.223397561553121,-0.341742052169606,5.31672906979822e-05,-0.0318652831627925,0.714734935200427,-0.0763755339823713,0.380426976409161,0.422950920370611,3.55897181404731e-07
"MMT00062208","MMT00062208","Nfix",18032,"pink",-0.305200505392906,0.000336049777108708,-0.257106961881074,0.00270931314037225,-0.444212854043687,7.59521740254909e-08,-0.275829736402426,0.00125593296380536,-0.256134289105108,0.00281556714122076,0.123678628220304,0.154520849506128,0.679779872697019,1.70228751249565e-19,-0.0700131133342768,0.421480980914794,0.476405769457228,5.93841780715558e-09,-0.102332000112482,0.239366290543442,-0.536265834447321,2.42269186720282e-11,0.184806378630381,0.0325414706521373,-0.205232861463883,0.0173660246610843,0.015060781017395,0.86287341179497,-0.772493559599314,8.29743628287758e-28,0.0821275568230904,0.345484860207312,-0.308912187115068,0.000281610649240776,-0.0385763639751487,0.658102192210347,-0.0824410364342197,0.343640555844907,0.298225596732616,0.000465507040823791
"MMT00049749","MMT00049749","1110021L09Rik",76306,"pink",0.288559474783136,0.00072158221090584,0.281959152908326,0.000964900147391948,0.301378486577623,0.00040215130874522,0.215555533684055,0.012372547221317,0.188710669900638,0.0289859468801298,-0.0309885976638362,0.722257265312212,-0.374135705492366,8.46054622651359e-06,-0.0922987117358114,0.288830312999794,-0.372933312128974,9.09065638570536e-06,-0.252566729651206,0.00323824881623756,0.190095962633088,0.0278065184780877,-0.147542319575224,0.0888963013637609,0.0920082721338943,0.290356849727438,0.0341035796601887,0.695654744357938,0.607852923559561,6.78507349681148e-15,-0.101842252007021,0.241634252496989,-0.035913349639482,0.680364911440401,0.106495935768657,0.220682129597563,0.0242754601510162,0.780692169800941,-0.389814267195372,3.22914020027467e-06
"MMT00027398","MMT00027398","Saa4",20211,"pink",-0.288527400709701,0.000722614123950642,-0.439542391915697,1.07606869951458e-07,-0.476076040606051,6.10374578575863e-09,-0.319351081493446,0.000169169005653919,-0.356500063523473,2.3588788522027e-05,-0.125247014453342,0.149319170410519,0.387631223853734,3.70365582933535e-06,0.0697398109054894,0.423300159508696,0.34524602438419,4.39981191841644e-05,-0.259405070542932,0.00247251317414707,-0.246773115255119,0.00404750280732599,-0.0383275833532665,0.660169721801974,-0.0878903845910112,0.312577314079355,0.00578026312393429,0.947150873727833,-0.431177973265269,1.98242993357498e-07,0.0167838981720031,0.847365441180771,-0.116134524302597,0.181455850070918,0.0393176354961721,0.651957100516852,-0.106779776803632,0.219447236981572,-0.0806401645116356,0.354320466210937
"MMT00067692","MMT00067692","Prlr",19116,"pink",-0.28724725031145,0.000764923627821661,-0.469257793155348,1.07002546127116e-08,-0.340438483987856,5.70137895926239e-05,-0.169516660649621,0.0502172498452124,-0.238913448942734,0.00543435940005194,0.151199098657063,0.0811767006456391,-0.388524441230141,3.50202361335041e-06,0.196349941720885,0.0229778956352062,-0.229545786088411,0.00763010852350245,-0.0307765777393174,0.724080510790178,0.210297970592023,0.0147317594397959,-0.270444554730733,0.00157552040655416,0.0990284470304596,0.25495423410008,0.246991435408337,0.00401398774547776,0.508769100505342,3.46283309854337e-10,0.00191226627441797,0.98250481798248,0.386410112235013,3.99716281327454e-06,-0.0779629185534283,0.370576081936078,0.154046073882026,0.0755469535477265,-0.296244259958897,0.00050990371663727
"MMT00021600","MMT00021600","Ndufa6",67130,"pink",-0.270057143803701,0.00160114640678154,-0.188208664476493,0.0294237323714253,-0.0123301936697614,0.887553580557547,-0.00271409178324806,0.975170971481411,-0.151640188404434,0.0802830619507713,0.149177493269395,0.0853750396084009,-0.3166870717738,0.000193008342377241,-0.215760324387231,0.0122877632737053,-0.476202222385929,6.03996141177213e-09,-0.104279601149518,0.230494220564663,0.118108072160422,0.174098039548136,-0.0199114803679244,0.819370044826183,0.1302144165481,0.133715047530723,0.0291723309523791,0.737925605950473,0.616629652895841,2.15174413908925e-15,0.0691015004103991,0.427566589337314,0.280135927674035,0.00104425653508765,-0.0216767333196797,0.803666570438262,0.136364304395929,0.116161623250362,-0.179599172700637,0.0378524870435356
"MMT00064768","MMT00064768","Slc25a22",68267,"pink",-0.268676004147426,0.00169562086004447,-0.378548755435627,6.48381907384808e-06,-0.459549562670438,2.3305555303934e-08,-0.0106938980413206,0.902396478735363,-0.475722597605386,6.28587617318808e-09,0.157054232244454,0.0699451797282644,0.566973485926249,9.21930818074477e-13,-0.108633246046677,0.211503916144113,0.279056397735119,0.00109401305859785,-0.0802912848192467,0.356413179450953,-0.277623766804183,0.00116339145569516,0.280262636447198,0.00103855420752526,-0.246960319203445,0.00401874922926058,0.118077319026585,0.174210978208948,-0.591684847930625,5.14263862439761e-14,0.115675094987495,0.183200969337088,-0.279134713129766,0.00109033179562433,-0.0678054236766946,0.436305242126394,-0.138112142978227,0.111514663852499,0.225861413737706,0.00868938695366757
"MMT00030990","MMT00030990",NA,NA,"pink",-0.26808013282802,0.00173792361117421,-0.427935928999681,2.50118801368292e-07,-0.1444229179809,0.0959339198230478,-0.15797747808638,0.0682951528180821,-0.16274172793667,0.0602762574109503,-0.0619893466811122,0.476749333933196,-0.618579020335946,1.65917666879594e-15,0.323416047227563,0.000138014579795836,-0.25124761901588,0.00340847032621199,-0.0378105195787376,0.664475060018297,0.398563835648899,1.84555594836763e-06,-0.469267569198001,1.06917391664813e-08,0.161221073229795,0.0627473158814535,0.0786633873024551,0.366279411490108,0.720117265932234,1.06591551729099e-22,0.0568590013435429,0.51404488918429,0.641694246557235,6.5921615490366e-17,-0.0744010351194981,0.392899776285829,0.260146046491732,0.00240025299955852,-0.485702333433015,2.705102351771e-09
"MMT00082243","MMT00082243","4732495E13Rik",223693,"pink",0.25585951426049,0.00284625724007864,0.4414304984837,9.35293091391662e-08,0.196815518909129,0.0226491564542219,0.140861808837993,0.104499218639635,0.219765818739449,0.0107287641180039,0.0983017363556934,0.258474820334055,0.581162589241067,1.81068812490795e-13,-0.266668405158562,0.00184200153227596,0.212823656377168,0.0135535172111616,0.00131992971941968,0.987923560179096,-0.369097032054318,1.14104670844473e-05,0.335479518113592,7.4157603104172e-05,-0.143521465175884,0.0980477397067563,-0.0218596468077568,0.802043749880748,-0.693155882709648,1.68707823763662e-20,-0.113940748765033,0.189899616558885,-0.579112903535616,2.30177620852247e-13,0.0336044932499952,0.699893202489759,-0.13534975185046,0.118927196626164,0.401557532210579,1.51842539939643e-06
"MMT00028844","MMT00028844",NA,384409,"pink",-0.254372029974044,0.00301769943030886,-0.497286078610107,9.82095864867628e-10,-0.301844727126505,0.000393489295135198,-0.170044380591791,0.0494959187236084,-0.272959768346651,0.00141802597154417,0.0448888115034513,0.606541068194001,-0.201505921084115,0.0195565476183935,-0.0722931752807418,0.406481845896514,-0.271139805098032,0.00153046600193423,-0.383445620760031,4.80408000446605e-06,0.0873241727125256,0.315717013743974,-0.111093584027771,0.201280181941883,0.184836541044987,0.0325126477397434,0.0693662836846358,0.42579379639394,0.52383711474273,8.30337841689394e-11,-0.0461800787145361,0.596217565242292,0.14765556947943,0.0886487529548232,0.052566496290313,0.546363919003414,-0.0185987377612015,0.831095023742016,-0.456359016987406,2.99423162046364e-08
"MMT00038265","MMT00038265","4933432P15Rik",71302,"pink",-0.249665430104529,0.00362323508095488,-0.271323077124971,0.00151878640274066,-0.471368882669705,9.00487219759918e-09,-0.203430699071006,0.0183971589828676,-0.279200704584381,0.00108723862276937,0.25776013051965,0.00264000847918473,0.422812911699562,3.59360501529744e-07,-0.0853794758454577,0.326655894518157,0.189837192660594,0.0280236733817819,0.165765156906092,0.0555999950358062,-0.27296513002167,0.00141770614590769,0.249838255804251,0.00359919807350069,-0.0439198125870019,0.614339559443978,0.0228052156759521,0.793668201344141,-0.529179724646039,4.91992853293766e-11,0.0752147969095641,0.387729889123688,-0.0956576280979188,0.271564655889517,-0.0483314407649496,0.579195939175715,-0.0659822146110563,0.448768594935881,0.397361838748612,1.99488053755681e-06
"MMT00003498","MMT00003498","Pura",19290,"pink",-0.248888800216379,0.00373304169192753,-0.196428911747745,0.0229218488888913,-0.307690120156122,0.000298560201864164,-0.1960261657177,0.0232089184346684,-0.223517215762811,0.00942914246056333,0.0855807827585584,0.325512385089387,0.538748137133245,1.88287523308377e-11,0.0103977763515804,0.905086370798534,0.481737453806231,3.79377431660845e-09,0.052355175915503,0.547980316531549,-0.46290368472072,1.78586175341694e-08,0.145685681643535,0.0930336845758295,-0.0792844474965819,0.362495639703355,-0.111163947150442,0.200993130056073,-0.716946362481253,1.99348012695655e-22,0.130316241314297,0.133408762878051,-0.057985773270771,0.505727171217882,-0.0703655668041945,0.419141656802279,-0.116774879608975,0.17904388215551,0.349002896809702,3.58260366978626e-05
"MMT00015021","MMT00015021","Gpr155",68526,"pink",-0.224282818668191,0.00918165603087372,-0.351347062049824,3.14732935181399e-05,-0.18407657832053,0.0332454842479558,-0.199977891289368,0.0205213704420369,-0.175812603874914,0.0421569862733635,0.13054825028447,0.132712894504187,-0.439138739853132,1.10868999806063e-07,0.035769829358752,0.681572810722672,-0.47178058042991,8.70579405118866e-09,-0.13140038857694,0.13018088836463,0.313924988107986,0.000220992895608719,-0.219056739994601,0.0109913775502799,0.219852225711187,0.010697142570422,0.0740152147507147,0.395365284314251,0.698041502481447,7.02601442198605e-21,-0.035681089180853,0.682320072354571,0.395606808784469,2.23365396448004e-06,0.0673917143055861,0.439115907435269,0.155834980128833,0.072173638759633,-0.385912278753098,4.12303455901307e-06
"MMT00031414","MMT00031414","Ext1",14042,"pink",-0.215935750146798,0.012215541550858,-0.194438240873696,0.0243710263546629,-0.0113787248874271,0.89617998250535,-0.135994058271368,0.117165031339654,-0.0151088685838845,0.862439887964566,-0.21129232299971,0.0142576439849812,-0.370109988791596,1.07488430820629e-05,-0.103035945531453,0.236132472443216,-0.39094559346061,3.00650230169641e-06,-0.526078355130448,6.67399101510590e-11,0.127312308553807,0.14267237946097,-0.309703047028271,0.000271121556128226,0.0855999299395875,0.325403755114071,0.0609781286969333,0.483982569813206,0.755134890648382,5.67629658869776e-26,-0.0715669748358437,0.411224546280647,0.177544561069709,0.0401398444625478,0.0339530830477381,0.69693184449878,0.0123286581188198,0.887567492160186,-0.649952429862086,1.94591655568995e-17
"MMT00029776","MMT00029776","4833415N24Rik",67391,"pink",0.210393093701098,0.0146858173131294,0.48140603762911,3.90180039421348e-09,0.491399332292648,1.65128466708031e-09,0.108094993557214,0.213789202236068,0.573793764556892,4.25760155071421e-13,-0.284244510554353,0.000873235262887964,-0.568341839732884,7.90672589787881e-13,-0.0427659451720622,0.623682352932823,-0.328512358576101,0.000106494216845487,-0.109528493869447,0.207741678444894,0.213739052498962,0.0131472732253242,-0.217313471381492,0.0116611526060738,0.0810972119078464,0.351590558344068,-0.12892779743966,0.137631618416435,0.68088525508822,1.41282759400252e-19,-0.0531318763667974,0.542050822373398,0.190590014869878,0.0273959008398961,0.0594229057529362,0.495220930945417,0.0240548412415063,0.782635550055399,-0.333365360522335,8.28412336915621e-05
"MMT00063266","MMT00063266","2510038N07Rik",67138,"pink",-0.207024585306237,0.0163909089114224,-0.303107500392005,0.000370886906097937,-0.0696771288193999,0.423718028880486,-0.322920196789098,0.000141505930269794,0.111980187381064,0.197684772884188,-0.209692564344662,0.0150271009778841,-0.445053258241391,7.12974030849219e-08,0.236347252396099,0.00597136582420538,-0.178001791297111,0.0396210377990114,-0.185127336569468,0.032235873533043,0.197820184144161,0.0219535153075663,-0.47912311522399,4.73050402843518e-09,0.0163786667813309,0.851007482408791,-0.00798541526570603,0.927037063347478,0.538771484900577,1.87839791012391e-11,-0.0284044706534779,0.744582632020352,0.493505836730828,1.37265122555056e-09,-0.108736250378988,0.211068582995021,0.219446586602746,0.0108463041111891,-0.456191820416439,3.03359534649005e-08
"MMT00049096","MMT00049096","Osmr",18414,"pink",0.199931876462187,0.0205510503855643,0.208265646881517,0.0157436838239362,0.258137170749762,0.00260073568161916,0.0627570702846217,0.47129713887488,0.309979966124544,0.000267535203637897,-0.194210311046606,0.0245418591101328,-0.459632504561518,2.31534404007645e-08,0.0493499606067824,0.571216843528042,-0.225493093296108,0.00880210972117728,-0.127441676887312,0.142263626152888,0.229931723693836,0.00752606073688064,-0.187263697707098,0.0302630768104308,0.0422809868772062,0.627627080896154,-0.0340476936075438,0.69612888878708,0.566954254244588,9.23918396923307e-13,-0.0230878525640409,0.79116920631945,0.204359965925458,0.0178590339954937,0.0566105469732604,0.515888374028209,-0.0149213099435226,0.864131015821575,-0.330490707515449,9.61787441628883e-05
