"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.brown","p.MM.brown","MM.red","p.MM.red","MM.salmon","p.MM.salmon","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.tan","p.MM.tan","MM.yellow","p.MM.yellow","MM.midnightblue","p.MM.midnightblue","MM.cyan","p.MM.cyan","MM.lightcyan","p.MM.lightcyan","MM.grey","p.MM.grey","MM.lightgreen","p.MM.lightgreen","MM.pink","p.MM.pink","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.grey60","p.MM.grey60","MM.green","p.MM.green"
"MMT00025527","MMT00025527","Vtn",22370,"brown",-0.417517156539619,5.19411064756396e-07,-0.674966745615979,3.79664189297378e-19,-0.51763490094249,1.50732775055287e-10,-0.273407651386407,0.00139153511140573,-0.461650231524923,1.97332228949496e-08,-0.00662179990264713,0.93947035697504,0.0302759667529031,0.728391596744131,0.271207426239604,0.00152614714047346,0.327022743331602,0.000114932650942443,-0.185963558081329,0.0314510699633009,-0.108908628625919,0.210341484606499,-0.28576503854137,0.000816745156890254,-0.0384785794304159,0.658914538493306,0.152145577550872,0.079268884769188,-0.0464742377047327,0.593876918696214,0.0851604250987281,0.327903123874775,0.233303115932364,0.00666930466955419,-0.0274638556418467,0.752763101852493,0.036735380294445,0.673462205138847,-0.233717232926913,0.00657028447795094
"MMT00065116","MMT00065116","Cdc42ep3",260409,"brown",0.417341239651117,5.25749325738951e-07,0.680533586044568,1.49926785719838e-19,0.433185703346865,1.71455960466421e-07,0.298595795012762,0.000457618061232816,0.42413947294836,3.27360324787482e-07,-0.276964545094178,0.00119664658733184,-0.455008190809945,3.326796750092e-08,0.143961056130382,0.0970123915413141,-0.0637335140572031,0.464412065284042,-0.0358028751612967,0.681294618091057,0.200154437912988,0.0204078390335709,-0.164783884269637,0.0570837940665753,0.101193974918827,0.2446592743325,-0.078797069034537,0.365462913479344,0.363328831068739,1.59725106414638e-05,0.0113764643494283,0.896200492324458,0.0822529852200891,0.34474617615656,0.00704414470388113,0.935617763297933,-0.0949147656356445,0.275321620975081,-0.255537839100405,0.00288256913442936
"MMT00030800","MMT00030800","Ramp2",54409,"brown",0.416188180630717,5.69155668301516e-07,0.779505375070221,1.35196472871359e-28,0.43933028831727,1.09309371853822e-07,0.318970744436644,0.000172396198086963,0.449835529219975,4.95860808937224e-08,-0.280375266884866,0.00103350938106661,-0.00113466742127069,0.989618479199577,-0.0389689105647451,0.654845129403402,0.190184942746322,0.0277321801895373,-0.126985560665331,0.143708742480956,-0.12687733469518,0.144053263610395,-0.0820275107361571,0.346074775001304,-0.00663865960244301,0.939316536777291,-0.111858356130333,0.198176058381175,-0.130788359681632,0.131995659600819,-0.0343914394306642,0.693214371687444,-0.305512363263338,0.000331126119620407,0.0367089364407267,0.673683838987111,-0.138571705791442,0.110317233594943,-0.0481971023618534,0.580252196812252
"MMT00034467","MMT00034467","E130307J04Rik",320360,"brown",-0.415014114126161,6.16849802449414e-07,-0.729367957264519,1.63182760621815e-23,-0.54319910250498,1.1919823729232e-11,-0.266707769264405,0.00183902436902149,-0.392260045757435,2.76611149467812e-06,0.176851031523054,0.0409376384982767,0.201062902909845,0.0198321597314305,-0.0198589140219182,0.819838801739698,-0.129750734256991,0.135116589023891,-0.0830652546585642,0.339986624527516,0.0975689978529028,0.26205819177389,0.0674339794053782,0.438828295493756,-0.161524457315936,0.0622478143603456,0.136984715045556,0.114495221961142,-0.00767687007690263,0.929848911139622,-0.0564001361437175,0.517452230252131,0.00851114531405189,0.922248049942927,0.0738549928431121,0.396391860802443,0.0782840723987681,0.368602299430613,-0.0495924827272832,0.569324573818807
"MMT00079155","MMT00079155","Anxa1",16952,"brown",0.413504307089388,6.83797026431939e-07,0.659673888086365,4.40535114662544e-18,0.602488945285114,1.34551035949532e-14,0.303315779019428,0.000367276300956857,0.502503128299886,6.14538369261962e-10,-0.473003347499326,7.87273692163944e-09,-0.527681969637684,5.70268712953321e-11,0.328001797146479,0.0001093191157784,0.147929671789602,0.0880518767604589,0.104605950457173,0.229030481270877,0.255788589121198,0.00285422786728175,-0.381852577123147,5.29912277590169e-06,0.0580704734183841,0.505104765861431,-0.134371818039389,0.121640980726122,0.262022602317843,0.00222572069895792,0.0993690470531905,0.253315578593643,0.220460919818463,0.0104766965047752,0.006682950565299,0.938912456946564,-0.0356272173226717,0.682773865799676,-0.230135595641135,0.00747160665270663
"MMT00061256","MMT00061256","1110032E23Rik",68659,"brown",0.413404886352525,6.88440142895623e-07,0.591970550799916,4.96667927226298e-14,0.459615715900899,2.31841536011325e-08,0.312201562377202,0.000240314910360171,0.40092759094473,1.58231151842004e-06,-0.279668080104497,0.00106556024773808,-0.15200514153588,0.0795496623721076,0.103657858807927,0.233301019500706,0.144057739560192,0.0967858411257357,0.192949231976398,0.0255056846008343,0.106163162772053,0.222136171378062,-0.018236162135998,0.834340106653877,-0.0604470931348209,0.487804496109756,-0.067548961265749,0.43804639128656,-0.0814667967183122,0.349392716317457,0.116857269992023,0.178735269427222,-0.0535241265434045,0.539068374345476,0.00598038372248008,0.945323951427623,-0.0382518402197438,0.660799707361857,0.0942633116163906,0.27864502551843
"MMT00006097","MMT00006097","Jam2",67374,"brown",0.412721455164249,7.21179782251099e-07,0.518307667907416,1.41374272596585e-10,0.340364044972633,5.72411198123893e-05,0.329350324716437,0.000102004950359682,0.247881055042286,0.00387997962622179,-0.330103298821675,9.81222473860608e-05,-0.412525771726582,7.30823683094924e-07,0.188060630931271,0.0295538970897998,-0.0389445125012207,0.655047378253727,-0.0547305408441226,0.529946741035444,0.295520670108013,0.000527067477776283,-0.242480473646173,0.0047595446272813,0.0899061123594168,0.3015655138216,-0.0128638468911628,0.882720955604788,0.29043330476337,0.00066359282609382,0.0232580354202061,0.789665518970543,0.00584973956799249,0.946516584237718,0.0949978038928287,0.274899929638477,-0.0387746759879664,0.656455938331226,-0.308327916661994,0.000289599830548349
"MMT00039882","MMT00039882","F11",109821,"brown",-0.412548113634244,7.29716424039793e-07,-0.654766251993936,9.38900599100034e-18,-0.517619150464691,1.50958884940983e-10,-0.44110160216935,9.58476223539053e-08,-0.291900585376089,0.0006212098717594,0.203214235007952,0.0185245062192587,0.0481283033287034,0.580793485756496,-0.0637072106581771,0.46459680688783,-0.307430765875291,0.000302276725638225,-0.11890411200634,0.171193421383171,0.031081645740832,0.721457598487315,0.0142485714130108,0.87020179195669,-0.014179102575462,0.870829114261329,0.218392098565725,0.0112426428216856,0.176341833440161,0.0415318087209168,-0.0273794409056965,0.753498610804031,0.220752608884471,0.0103724810505801,0.0356131501609179,0.682892380216344,0.0729474595877142,0.402236584597946,-0.0957959305238617,0.270869053960903
"MMT00002002","MMT00002002","Unc5b",107449,"brown",0.411969483049803,7.58914718144102e-07,0.643750172529297,4.88222569385905e-17,0.528328341177972,5.35113669118603e-11,0.112860941360067,0.194159311895216,0.406630882867386,1.08617694553162e-06,-0.0928330856168456,0.286035661129823,-0.0207971122923901,0.811482200329634,-0.0624014134509098,0.473818694817434,0.0397225655035303,0.648610064864205,0.178580129775065,0.0389728827903549,0.0385421682133444,0.658386228602991,0.102700334867781,0.237670386163209,-0.02110944060794,0.808704923237541,-0.133801597562343,0.123245303291888,-0.090412103190745,0.29884190801297,-0.0369560871109317,0.671613489945576,-0.204916404661128,0.0175433781025003,-0.0791548315832646,0.363283311897008,-0.00127561172720319,0.988329009928168,0.20595061518508,0.0169695213344471
"MMT00024107","MMT00024107","5730485H21Rik",70598,"brown",0.411905534201115,7.62209067166407e-07,0.789585238233026,8.83450871749116e-30,0.466022104355615,1.39072052465048e-08,0.466729514183429,1.31356280191976e-08,0.391318452121418,2.93637234616727e-06,-0.232754727969263,0.00680247070683035,0.00478820001510626,0.956211396253052,0.111817830707993,0.198339672972405,0.280122674353127,0.00104485463123563,0.0375653454848815,0.666520347464273,-0.0383595772231252,0.65990368764226,-0.116770666492601,0.179059673904632,0.0819930057747079,0.346278378138697,-0.0726654030172723,0.404063448943649,-0.249012958482053,0.00371528872521921,0.0567498593534756,0.514854284880056,-0.284710603181973,0.000855549727674614,0.0795308770106533,0.361001013430873,-0.334501571106874,7.80628540813411e-05,0.027866833866271,0.749255004033473
"MMT00049556","MMT00049556","Matn2",17181,"brown",0.411627440196014,7.76694207476899e-07,0.771416424431825,1.09018127922759e-27,0.631515833420972,2.82070150595583e-16,0.234021912919196,0.00649826869580509,0.594001821623331,3.87380210526748e-14,-0.329025967597621,0.000103721274046765,-0.313216894003373,0.000228750184577357,0.133475156149112,0.124171074301783,0.0603213529982466,0.488711814412572,0.0349899186141775,0.688150762063822,0.0826409920558111,0.342467403840223,-0.188586497180029,0.0290937153644892,-0.0160538124486606,0.853929404543318,-0.117713733080971,0.175550323740554,0.146047217154389,0.0922162706074294,0.031445483737789,0.718333625028451,0.0203003624080997,0.815904207510516,-0.0552358295922876,0.526149452838626,0.0052925539644371,0.95160435442571,-0.110632410276544,0.203168896909861
"MMT00079874","MMT00079874","Tjp2",21873,"brown",0.411247037071059,7.96933333139517e-07,0.495049822441667,1.19780152284965e-09,0.384169259230162,4.59397136825323e-06,0.184734447697567,0.0326102944919534,0.21670155481626,0.0119046011394988,-0.245091026568223,0.00431426174836314,0.208706825078197,0.0155190203127985,0.0228525231184432,0.79324977567884,0.24197308960347,0.00485071524954764,-0.0874733633751578,0.314887757353371,-0.0800897840422323,0.357625358944206,0.0458373633620303,0.598949806320488,-0.076311398364438,0.380828299223423,-0.0523692937267002,0.547872256071018,-0.361817090796904,1.74258316692405e-05,-0.046322591339858,0.595083061984015,-0.363359317101103,1.59444128362538e-05,-0.0757215900290803,0.384531009876792,-0.0873790566108995,0.315411784222371,0.0208252448845905,0.811231943797777
"MMT00022230","MMT00022230","Prss21",57256,"brown",-0.410783681906817,8.22264483640906e-07,-0.684643451148154,7.45103182897013e-20,-0.467524221596387,1.23178699062353e-08,-0.167227822930103,0.053447362474518,-0.471303052694344,9.05360077094953e-09,0.185602007329656,0.0317883785024414,0.0608705291070036,0.48475567747635,-0.0731824804969664,0.400718114342375,-0.200734731399371,0.0200384785908679,-0.16608692606137,0.0551204148158784,0.140244108473148,0.106044228554505,-0.0556550770980702,0.523009239895329,0.183669379914157,0.0336438648880985,0.154819378572323,0.0740734542155258,0.182636963521452,0.0346720523175574,-0.0378247192172087,0.664356679466516,0.0603725006081581,0.488342633974769,0.109778802854157,0.206698403199421,-0.0763538779210347,0.380562458516374,-0.202257521107049,0.0190965224069704
"MMT00013100","MMT00013100","2810489O06Rik",108927,"brown",0.410340497354627,8.47208746394127e-07,0.792697452457577,3.69143257713347e-30,0.597576106324969,2.491003799092e-14,0.313562106889498,0.000224937294750655,0.47332144590892,7.66891195539092e-09,-0.417849327312029,5.07641070796965e-07,-0.390200159950754,3.15149865500952e-06,0.201029597686957,0.0198530145291226,0.131959119939467,0.128540924494151,-0.0402997182522422,0.643851602396267,0.095942141297276,0.270134990137277,-0.318334957999764,0.00017791900532275,0.076950485269193,0.376840754847968,-0.119514228770198,0.168991605028231,0.204296047948365,0.0178956063838118,0.0673577126116732,0.439347364971725,0.0595149929069756,0.494551674351007,0.0271451037121872,0.755541557463266,0.0040033483865132,0.963383476722135,-0.234056106361988,0.00649023052014907
"MMT00041166","MMT00041166","Heph",15203,"brown",0.408958225066154,9.29718629572695e-07,0.798812107409898,6.3584462636447e-31,0.52167827739327,1.023253776554e-10,0.313197287549456,0.00022896852793549,0.431657005501732,1.91510498320848e-07,-0.346670504425276,4.07129447098338e-05,-0.239863601117936,0.00524673673046906,0.192094885149157,0.0261768915726614,0.228743548736604,0.00785047700541855,-0.0511831041402955,0.556987721552382,0.0651403746327374,0.454590095402534,-0.258544523287195,0.00255889960615333,0.151402126512641,0.0807643839482656,-0.120198857077578,0.166545973607284,0.0224382838815778,0.796915631184992,0.0247898736334587,0.776166098381685,-0.0661365259369765,0.447706055032973,0.388316733820491,3.54796062462717e-06,-0.127032674156337,0.143558959063548,-0.185406978428722,0.031971600296698
"MMT00026638","MMT00026638","Zfpm2",22762,"brown",0.408721330832687,9.44605571155875e-07,0.639111537272341,9.58204584290008e-17,0.516004825967059,1.75956051861323e-10,0.242968008610276,0.00467338812592355,0.456891087589045,2.87219745905464e-08,-0.52549529592275,7.06533264383409e-11,-0.470247475997471,9.87043331504362e-09,0.318897975929151,0.000173020131287505,0.257190358731855,0.00270037370871826,-0.166316208144274,0.0547807659642132,0.0410828487370179,0.637417951424201,-0.51198104415522,2.56899377553055e-10,0.158802074295947,0.0668483101608451,-0.0881559294793885,0.311111870245002,0.255724496966301,0.00286144791941379,0.0119916323699298,0.890621659301718,0.212430528154221,0.0137313219713976,-0.037298246497739,0.668751328684478,-0.0520912364300134,0.550002475488699,-0.424725896564001,3.140981045672e-07
"MMT00007963","MMT00007963","Sdcbp2",228765,"brown",0.407595557217077,1.01850603967519e-06,0.548272241568436,7.02072999759744e-12,0.510937591965439,2.83162638629794e-10,0.223142959256658,0.0095522500575745,0.405334864958181,1.18384782128812e-06,-0.337180108496395,6.77982990364389e-05,0.0157529676723089,0.856637139930755,0.0217612614109326,0.802916527187963,0.229191237442492,0.0077268152230085,-0.057814029478878,0.506990426721147,-0.0354421439968601,0.684333707141932,-0.0537974434930454,0.536995044195249,-0.0516953131757002,0.553042619409922,-0.172511859718075,0.0462362411399631,-0.124680665068822,0.151182056676849,0.0109328913504745,0.900226331972858,-0.228421918477083,0.00794039726383736,0.273958900436649,0.00135955010154313,-0.0659719087488767,0.448839608274386,-0.0215922777265661,0.804416148925105
"MMT00007042","MMT00007042","Aard",239435,"brown",0.407126235277418,1.05091137434451e-06,0.710497995539594,6.93804713161934e-22,0.489139306508147,2.01062194821669e-09,0.415498648527561,5.9672247606689e-07,0.377289195717899,6.99822154474644e-06,-0.290280696092741,0.000668150273876794,-0.256027169467263,0.00282749582000403,0.231963106393606,0.00699886747633219,0.13392673155989,0.122891845715966,0.236443412184493,0.00595042066378673,0.266473782307227,0.00185678556241289,-0.14495622948624,0.0947004352888517,0.0312590723008578,0.719933606951882,-0.0755359144404817,0.385701137731674,-0.046051185780872,0.597244484066613,-0.0765989866447237,0.379030749318151,0.00570518373827117,0.94783635283765,-0.135262125215524,0.119168431866359,0.0844115015278393,0.332190378837984,-0.00645088269276324,0.941029852572447
"MMT00055391","MMT00055391","Serpina3n",20716,"brown",-0.40661308656183,1.08746463100948e-06,-0.715783391836247,2.50266322048605e-22,-0.567132154616779,9.05690044036698e-13,-0.480165301156178,4.33310825251649e-09,-0.353128609907887,2.85029208049738e-05,0.202972626733693,0.0186675458917708,0.416363934492236,5.62325774064239e-07,-0.212949781268887,0.0134969008731847,-0.0905401355805305,0.29815532724275,-0.321690825825329,0.000150519916271007,-0.162836549062287,0.0601248531859201,0.133328024849992,0.124590080545767,-0.078178770248414,0.369248763165334,0.0543457091883923,0.532847990022739,-0.120243037999074,0.166389058695554,-0.09820412559545,0.258950226031107,-0.174802109765981,0.0433725514445069,0.108635293153359,0.211495258094256,-0.0623627061304226,0.474093565866925,-0.0610426537517703,0.483519271827586
"MMT00039764","MMT00039764","Timp3",21859,"brown",0.406597375137232,1.088602667806e-06,0.74387688238976,7.31837606716924e-25,0.434994775243908,1.50312749870893e-07,0.313685714432522,0.000223586443884407,0.390408455024426,3.11032865808206e-06,-0.215766370895449,0.012285267754073,-0.126804706386402,0.144284815691949,-0.00564241603000674,0.948409454942169,0.109842787324905,0.206432323627895,-0.160116666172861,0.0645933899173414,-0.0489608173092289,0.574259287235824,-0.138308876101578,0.111000823569044,0.0340880529016682,0.695786463575397,-0.136584490948403,0.115568066395128,0.0586162481744246,0.501103815914193,0.0105215622548071,0.903961799247449,-0.224160722879531,0.00922073607173843,0.0547167301759887,0.530050722330632,-0.0873099597877006,0.315796088289102,-0.157919920665262,0.0683970864314859
"MMT00061203","MMT00061203","9330129D05Rik",338350,"brown",0.403390652462012,1.34617010324636e-06,0.661038429638877,3.56050608768403e-18,0.501053574226503,7.0059117724422e-10,0.126969450020878,0.143759988687861,0.418281971503775,4.92691772546829e-07,-0.37406993110105,8.49392007530207e-06,-0.10788898590601,0.214668502668388,0.0686157863576832,0.430829594755921,0.155468386019686,0.0728547994469104,-0.066445083617511,0.445585667408805,-0.0566634279588185,0.515495723200329,-0.131371131519912,0.130267202634675,-0.130427385685077,0.133075058204364,-0.109206848123588,0.209087817504923,-0.00445574636530151,0.959249008240993,-0.0356823543989285,0.682309416063629,-0.15043458600972,0.0827444792864523,-0.130327588575225,0.133374664055566,0.0201011475217753,0.817679232109604,-0.0901911438352588,0.300029266893348
"MMT00068509","MMT00068509","Oit3",18302,"brown",0.402628826650613,1.41537145605227e-06,0.670439148860072,7.96455304863831e-19,0.399091349763783,1.7834309232195e-06,0.449899775039184,4.93428828705452e-08,0.326092981041721,0.000120511318243552,-0.319165459224776,0.000170736943176081,-0.357051241426755,2.28655286758247e-05,0.181779894583613,0.0355456482947221,0.0962229726176453,0.26872883814094,-0.0574453618673825,0.50970767401545,0.145657987069181,0.0930965369462248,-0.293056697373665,0.000589584722370511,0.11258084502989,0.195275492330615,-0.00378878803274309,0.965344692474524,0.20178938736098,0.0193819370828546,-0.0768173392334979,0.377669405179419,-0.0371841463205039,0.66970524975375,-0.0245372376275597,0.778387989940053,-0.112828517193351,0.194288284360991,-0.264764977467537,0.00199129180591328
"MMT00079074","MMT00079074","D330012D11Rik",237754,"brown",0.400484925282216,1.62872412861267e-06,0.685153073379225,6.82676091916635e-20,0.370035496291847,1.0796237709697e-05,0.333161999685519,8.37247895383572e-05,0.339565668200299,5.97332429790843e-05,-0.0552646416917276,0.525933342439188,-0.0226316124642634,0.7952041922068,0.00432299513601816,0.960462115309879,0.0445850431570071,0.608981084080997,0.350480557592924,3.30208987517503e-05,0.0396112859950916,0.649529174111318,0.216784377702959,0.0118713918505457,-0.0272381870643998,0.754729855560367,-0.0828815462369668,0.341059416596686,-0.227755284506584,0.00812968114625937,-0.0139556974176005,0.87284706575143,-0.153402529886464,0.0767911501704971,-0.0612637138501656,0.481933838223428,-0.0591957662910589,0.496873742056501,0.366428869783819,1.33419262994291e-05
